Estado do Cliente,Categoria do Produto,Valor Total,Status Real,Status Previsto,Acerto do Modelo
SP,costruction_tools_tools,47.099999999999994,1,1,True
PR,sports_leisure,34.0,1,1,True
PR,housewares,93.19,1,1,True
RS,toys,84.99,1,1,True
SP,computers_accessories,153.82,1,1,True
GO,bed_bath_table,96.89,1,1,True
TO,housewares,49.06999999999999,1,1,True
BA,furniture_living_room,115.41000000000001,1,1,True
PR,toys,36.83,1,1,True
SP,computers_accessories,102.03,1,1,True
RN,furniture_decor,52.05,1,1,True
SP,watches_gifts,54.49,1,1,True
MG,telephony,253.08,1,1,True
SP,housewares,79.63000000000001,1,1,True
SP,computers_accessories,190.01,1,1,True
SP,computers_accessories,73.44,1,1,True
MG,sports_leisure,63.5,1,1,True
RJ,health_beauty,98.31,1,1,True
RS,auto,108.42,1,1,True
RJ,toys,117.85000000000001,1,1,True
RJ,furniture_decor,71.15,1,1,True
RJ,housewares,109.77000000000001,1,1,True
GO,garden_tools,69.97,1,1,True
SP,telephony,37.379999999999995,1,1,True
SP,computers_accessories,58.22,1,1,True
RJ,construction_tools_lights,138.09,1,1,True
SP,sports_leisure,286.65000000000003,1,1,True
SP,sports_leisure,21.39,1,1,True
PR,watches_gifts,203.05,1,1,True
PR,auto,180.91,1,1,True
MG,housewares,38.75,1,1,True
GO,bed_bath_table,26.130000000000003,1,1,True
SP,sports_leisure,94.83,1,1,True
PI,garden_tools,163.91,1,1,True
SP,health_beauty,68.13,1,1,True
MA,food_drink,103.0,1,1,True
ES,toys,130.45999999999998,1,1,True
RJ,perfumery,54.25,1,1,True
SP,housewares,209.74,1,1,True
SP,housewares,22.29,1,1,True
SP,cool_stuff,115.32,1,1,True
SP,construction_tools_construction,78.28,1,1,True
PR,housewares,143.86,1,1,True
DF,auto,221.79000000000002,1,1,True
SP,furniture_decor,46.07,1,1,True
ES,bed_bath_table,113.33000000000001,1,1,True
SP,watches_gifts,275.46,1,1,True
MG,telephony,58.22,1,1,True
PR,toys,86.15,1,1,True
SP,home_appliances,19.67,1,1,True
RJ,pet_shop,153.02,1,1,True
BA,auto,151.61,1,1,True
SP,audio,27.68,1,1,True
SP,musical_instruments,185.84,1,1,True
SP,baby,17.880000000000003,1,1,True
SP,auto,25.950000000000003,1,1,True
SP,health_beauty,31.87,1,1,True
SC,toys,94.5,1,1,True
SP,sports_leisure,58.84,1,1,True
RJ,construction_tools_construction,34.1,1,1,True
RS,health_beauty,133.31,1,1,True
PR,housewares,66.6,1,1,True
MG,bed_bath_table,227.27,1,1,True
SC,bed_bath_table,131.60999999999999,1,1,True
ES,garden_tools,69.97,1,1,True
SP,sports_leisure,27.38,1,1,True
MT,stationery,53.69,1,1,True
SP,watches_gifts,186.82,1,1,True
SP,garden_tools,71.66,1,1,True
DF,perfumery,71.14,1,1,True
MG,bed_bath_table,128.1,1,1,True
SP,housewares,176.81,1,1,True
RJ,air_conditioning,283.02,1,1,True
SP,telephony,56.85,1,1,True
SP,stationery,106.72,1,1,True
SP,baby,130.69,1,1,True
SP,sports_leisure,46.53,1,1,True
SP,cool_stuff,58.01,1,1,True
RS,telephony,28.07,1,1,True
PA,sports_leisure,210.02,1,1,True
GO,health_beauty,79.56,1,1,True
SP,auto,37.0,1,1,True
SP,furniture_decor,63.519999999999996,1,1,True
PE,electronics,47.53,1,1,True
SP,sports_leisure,128.25,1,1,True
PI,watches_gifts,224.02,1,1,True
RJ,stationery,29.09,1,1,True
PR,computers_accessories,73.96,1,1,True
SP,furniture_decor,42.269999999999996,1,1,True
DF,consoles_games,96.93,1,1,True
RS,health_beauty,26.86,1,1,True
MG,tablets_printing_image,113.86,1,1,True
MG,furniture_decor,54.51,1,1,True
SC,fashion_bags_accessories,265.92,1,1,True
PR,computers_accessories,167.66,1,1,True
RS,furniture_decor,64.1,1,1,True
SP,construction_tools_construction,30.93,1,1,True
SP,audio,133.97,1,1,True
SP,computers_accessories,400.44,0,1,False
SP,health_beauty,92.5,1,1,True
RJ,computers_accessories,220.58,1,1,True
SP,fashion_bags_accessories,56.78,1,1,True
RS,housewares,63.37,1,1,True
SP,consoles_games,31.75,1,1,True
SP,bed_bath_table,74.72,1,1,True
RJ,bed_bath_table,76.58,1,1,True
PR,watches_gifts,194.32999999999998,1,1,True
SP,garden_tools,73.34,1,1,True
RS,housewares,60.42,1,1,True
SP,pet_shop,139.62,1,1,True
SP,computers,1338.51,1,1,True
SC,watches_gifts,335.77,1,1,True
RJ,telephony,40.21,1,1,True
SP,toys,70.12,1,1,True
SP,pet_shop,155.85000000000002,1,1,True
SC,housewares,74.97,1,1,True
MG,perfumery,181.55,1,1,True
PR,books_general_interest,79.52000000000001,0,1,False
RJ,health_beauty,105.33,1,1,True
RJ,health_beauty,75.72,1,1,True
RJ,housewares,58.1,1,1,True
SP,health_beauty,29.43,0,1,False
SP,electronics,29.85,1,1,True
SP,health_beauty,61.08,1,1,True
RJ,bed_bath_table,61.339999999999996,1,1,True
SP,furniture_decor,61.05,1,1,True
RJ,cool_stuff,70.38,1,1,True
ES,consoles_games,29.42,1,1,True
SP,housewares,27.880000000000003,1,1,True
SP,health_beauty,38.17,1,1,True
SP,baby,62.230000000000004,1,1,True
SP,computers_accessories,316.84999999999997,1,1,True
SP,baby,11.63,1,1,True
MG,toys,71.03999999999999,1,1,True
SP,housewares,313.85,1,1,True
SP,baby,83.69000000000001,1,1,True
RJ,housewares,48.129999999999995,1,1,True
SC,furniture_decor,33.07,1,1,True
SC,bed_bath_table,180.6,1,1,True
SP,computers_accessories,203.08,1,1,True
CE,computers_accessories,604.44,1,1,True
SP,bed_bath_table,147.78,1,1,True
SP,sports_leisure,172.37,1,1,True
SP,toys,88.34,1,1,True
RJ,electronics,36.69,1,1,True
MG,furniture_decor,291.43,1,1,True
SP,computers_accessories,210.21,1,1,True
MG,sports_leisure,92.10000000000001,1,1,True
SP,garden_tools,117.85000000000001,1,1,True
BA,garden_tools,87.01,1,1,True
MG,computers_accessories,98.34,1,1,True
SP,watches_gifts,644.9,1,1,True
SP,health_beauty,75.37,1,1,True
SP,health_beauty,83.75999999999999,1,1,True
SP,furniture_decor,47.43,1,1,True
SP,books_general_interest,43.89,1,1,True
RS,electronics,64.1,1,1,True
RJ,health_beauty,92.41000000000001,1,1,True
ES,toys,73.03,1,1,True
MG,furniture_decor,117.85000000000001,1,1,True
SP,watches_gifts,1415.66,1,1,True
PR,food,46.2,1,1,True
MA,furniture_decor,41.75,1,1,True
SP,home_construction,135.0,1,1,True
RJ,watches_gifts,1424.0,1,1,True
SP,housewares,94.79,1,1,True
SC,computers_accessories,38.68,1,1,True
SP,fashion_shoes,93.9,1,1,True
SP,housewares,28.75,1,1,True
MG,telephony,236.97,1,1,True
SP,housewares,216.57999999999998,1,1,True
MG,bed_bath_table,84.94,1,1,True
SP,health_beauty,85.97999999999999,1,1,True
SP,auto,128.75,1,1,True
SP,computers_accessories,84.0,1,1,True
RJ,audio,192.09,1,1,True
SC,pet_shop,88.45,1,1,True
SP,furniture_decor,89.53,1,1,True
RJ,housewares,35.9,1,1,True
SP,pet_shop,69.84,1,1,True
PR,stationery,96.8,1,1,True
GO,perfumery,139.93,1,1,True
SP,computers_accessories,60.46,1,1,True
MG,housewares,159.75,1,1,True
MG,auto,69.73,1,1,True
SP,computers_accessories,75.14,1,1,True
MG,luggage_accessories,165.79000000000002,1,1,True
RJ,computers_accessories,55.01,1,1,True
SP,sports_leisure,163.13,1,1,True
PR,watches_gifts,246.73000000000002,1,1,True
PA,home_construction,143.63,1,1,True
SP,bed_bath_table,24.75,1,1,True
SP,construction_tools_construction,57.58,1,1,True
SP,sports_leisure,38.9,1,1,True
RN,garden_tools,86.97,1,1,True
SP,perfumery,45.05,1,1,True
RJ,electronics,40.959999999999994,1,1,True
MG,housewares,75.17,1,1,True
SP,baby,33.43,1,1,True
RJ,furniture_decor,115.37,1,1,True
SP,health_beauty,94.39999999999999,1,1,True
SC,housewares,187.24,1,1,True
RJ,perfumery,147.78,1,1,True
MG,computers_accessories,70.74,1,1,True
SP,bed_bath_table,169.11,1,1,True
SC,health_beauty,44.489999999999995,1,1,True
SP,food,32.39,1,1,True
SP,health_beauty,389.81,1,1,True
BA,computers_accessories,57.05,1,1,True
SP,health_beauty,331.21,1,1,True
RJ,furniture_decor,131.29000000000002,1,1,True
SP,telephony,33.39,1,1,True
SP,furniture_decor,58.09,1,1,True
SP,computers_accessories,175.3,1,1,True
SP,garden_tools,63.269999999999996,1,1,True
DF,small_appliances,4194.76,1,1,True
MS,perfumery,137.45000000000002,1,1,True
SP,fashion_bags_accessories,76.78,1,1,True
SP,furniture_decor,69.32,1,1,True
MG,luggage_accessories,97.21000000000001,1,1,True
RJ,housewares,307.9,1,1,True
SP,sports_leisure,31.33,1,1,True
RJ,electronics,30.22,1,1,True
CE,garden_tools,177.8,1,1,True
SP,health_beauty,70.75,1,1,True
AM,telephony,212.03,1,1,True
SP,luggage_accessories,192.83,1,1,True
SP,perfumery,68.28,1,1,True
SP,toys,655.09,1,1,True
DF,health_beauty,137.99,1,1,True
SP,books_imported,77.28999999999999,1,1,True
MT,health_beauty,97.46000000000001,1,1,True
DF,watches_gifts,79.2,1,1,True
SP,sports_leisure,156.73000000000002,1,1,True
MA,bed_bath_table,115.02000000000001,1,1,True
RS,furniture_decor,436.14,1,1,True
SP,home_appliances,22.77,1,1,True
RS,bed_bath_table,43.0,1,1,True
RS,sports_leisure,318.97,1,1,True
RS,baby,114.36000000000001,1,1,True
MT,sports_leisure,186.62,1,1,True
RJ,auto,138.96,1,1,True
SP,furniture_decor,48.62,1,1,True
RN,construction_tools_construction,80.49000000000001,1,1,True
DF,health_beauty,46.849999999999994,1,1,True
MG,health_beauty,35.089999999999996,1,1,True
MS,housewares,143.5,1,1,True
PR,housewares,146.37,1,1,True
BA,furniture_decor,72.21,1,1,True
SP,sports_leisure,238.49,1,1,True
PA,sports_leisure,252.35,1,1,True
PI,auto,165.56,0,1,False
RS,telephony,59.99,1,1,True
SP,cds_dvds_musicals,54.94,1,1,True
ES,furniture_decor,67.96,1,1,True
MG,sports_leisure,88.27000000000001,1,1,True
SC,cool_stuff,217.64,1,1,True
SP,sports_leisure,295.38,1,1,True
RJ,watches_gifts,44.230000000000004,1,1,True
AL,auto,115.24000000000001,1,1,True
ES,electronics,28.880000000000003,1,1,True
SP,computers_accessories,46.0,1,1,True
MG,electronics,35.69,1,1,True
PR,furniture_decor,330.79999999999995,1,1,True
RS,books_general_interest,130.56,1,1,True
PE,computers_accessories,161.68,1,1,True
SP,telephony,44.550000000000004,1,1,True
MG,watches_gifts,75.16,1,1,True
SP,books_general_interest,93.82000000000001,1,1,True
DF,electronics,21.4,1,1,True
MG,toys,155.74,1,1,True
BA,telephony,80.32,1,1,True
SP,watches_gifts,160.54,1,1,True
PR,food_drink,58.800000000000004,1,1,True
PR,sports_leisure,58.61,1,1,True
MT,musical_instruments,139.98000000000002,1,1,True
MG,fashion_bags_accessories,55.96,1,1,True
SP,auto,151.32,1,1,True
SP,furniture_decor,162.15,1,1,True
SP,bed_bath_table,75.01,1,1,True
RS,sports_leisure,89.17,1,1,True
SP,fashion_bags_accessories,63.41,1,1,True
SP,home_appliances_2,550.51,1,1,True
CE,home_construction,538.44,1,1,True
MG,health_beauty,49.510000000000005,1,1,True
SP,office_furniture,139.54999999999998,1,1,True
RJ,small_appliances,4950.34,1,1,True
MG,perfumery,62.68000000000001,1,1,True
PR,bed_bath_table,117.85000000000001,1,1,True
RJ,furniture_decor,81.7,1,1,True
SP,bed_bath_table,42.03,1,1,True
MT,furniture_decor,63.05,1,1,True
SP,pet_shop,107.57,1,1,True
MG,consoles_games,61.21,1,1,True
RJ,watches_gifts,86.6,1,1,True
SP,pet_shop,129.15,1,1,True
MG,auto,570.29,1,1,True
MG,toys,66.00999999999999,1,1,True
SP,perfumery,25.130000000000003,1,1,True
SP,sports_leisure,116.96,1,1,True
GO,bed_bath_table,96.22,1,1,True
RS,garden_tools,76.66,1,1,True
CE,watches_gifts,191.89000000000001,1,1,True
SP,sports_leisure,53.68,1,1,True
MG,health_beauty,93.66,1,1,True
MG,health_beauty,76.17,1,1,True
SP,sports_leisure,56.43000000000001,1,1,True
ES,sports_leisure,96.81,1,1,True
MG,toys,594.66,0,1,False
SP,toys,142.92,1,1,True
SP,computers_accessories,76.38,1,1,True
SP,garden_tools,53.22,1,1,True
RJ,office_furniture,193.19,1,1,True
MS,garden_tools,75.25,1,1,True
RJ,bed_bath_table,135.51,1,1,True
SC,computers_accessories,22.08,1,1,True
CE,health_beauty,241.27,1,1,True
MG,kitchen_dining_laundry_garden_furniture,155.47,1,1,True
SP,watches_gifts,164.32,1,1,True
SP,drinks,41.46,1,1,True
SP,garden_tools,31.29,1,1,True
RJ,health_beauty,38.089999999999996,1,1,True
SP,telephony,57.77,1,1,True
MG,bed_bath_table,113.33000000000001,1,1,True
SP,garden_tools,135.07999999999998,1,1,True
SP,cool_stuff,139.22,1,1,True
SP,computers_accessories,168.19,1,1,True
SP,luggage_accessories,147.15,1,1,True
SP,perfumery,72.05,1,1,True
SP,electronics,24.42,1,1,True
GO,housewares,49.3,1,1,True
SP,computers_accessories,101.75,1,1,True
RJ,bed_bath_table,130.51,1,1,True
SP,sports_leisure,377.54999999999995,1,1,True
SP,office_furniture,131.04999999999998,1,1,True
SP,sports_leisure,35.42,1,1,True
MT,bed_bath_table,134.71,1,1,True
RS,garden_tools,136.5,1,1,True
RJ,bed_bath_table,85.60000000000001,1,1,True
AL,health_beauty,384.27,1,1,True
RJ,furniture_decor,82.7,1,1,True
SP,computers_accessories,143.65,1,1,True
MG,health_beauty,87.64,1,1,True
SP,perfumery,136.83,1,1,True
MG,furniture_decor,117.01,1,1,True
SP,cine_photo,120.95,1,1,True
RS,sports_leisure,171.53,1,1,True
GO,stationery,301.88,1,1,True
SP,baby,116.65,1,1,True
RS,health_beauty,52.05,1,1,True
SP,stationery,37.47,1,1,True
MG,computers_accessories,189.0,1,1,True
SP,perfumery,65.71000000000001,1,1,True
PR,office_furniture,623.17,1,1,True
MG,watches_gifts,215.47,1,1,True
SP,auto,94.18,1,1,True
BA,telephony,44.78,1,1,True
SP,sports_leisure,151.51,1,1,True
RJ,housewares,51.25,1,1,True
PB,sports_leisure,267.76,1,1,True
DF,sports_leisure,151.04000000000002,1,1,True
RS,computers_accessories,114.34,1,1,True
SP,garden_tools,27.59,0,1,False
SC,baby,44.519999999999996,1,1,True
DF,home_appliances,87.58,1,1,True
RJ,sports_leisure,288.19,1,1,True
PR,computers_accessories,47.92,1,1,True
SP,health_beauty,19.78,1,1,True
SP,computers_accessories,535.03,1,1,True
RJ,garden_tools,48.6,1,1,True
SP,sports_leisure,36.94,1,1,True
MG,perfumery,65.19,1,1,True
PR,bed_bath_table,29.1,1,1,True
MG,home_confort,246.36,1,1,True
PR,office_furniture,115.55000000000001,1,1,True
SP,housewares,45.93000000000001,1,1,True
RJ,baby,58.22,1,1,True
BA,computers_accessories,298.4,1,1,True
RJ,pet_shop,114.53,1,1,True
SP,construction_tools_construction,108.52,1,1,True
MG,arts_and_craftmanship,34.22,1,1,True
PI,housewares,168.28,1,1,True
SP,sports_leisure,86.14,1,1,True
RJ,perfumery,72.14,1,1,True
SP,telephony,52.38,1,1,True
RJ,furniture_decor,135.49,1,1,True
RJ,watches_gifts,208.74,1,1,True
SP,computers_accessories,44.129999999999995,0,1,False
SP,consoles_games,93.48,1,1,True
RS,telephony,60.09,1,1,True
SE,electronics,43.05,1,1,True
RJ,bed_bath_table,63.9,1,1,True
MA,sports_leisure,114.24000000000001,1,1,True
SP,health_beauty,77.57,1,1,True
SP,electronics,24.75,1,1,True
RJ,furniture_decor,111.51,1,1,True
MG,housewares,126.30000000000001,1,1,True
MG,bed_bath_table,179.38,1,1,True
SP,furniture_decor,52.71,1,1,True
BA,computers_accessories,138.74,0,1,False
RJ,housewares,92.67,1,1,True
RJ,perfumery,226.22,1,1,True
MG,perfumery,105.39,1,1,True
MT,stationery,556.75,1,1,True
SC,sports_leisure,39.93,1,1,True
SC,fashion_bags_accessories,27.7,0,1,False
SP,housewares,65.78,1,1,True
SP,toys,116.94,1,1,True
MG,stationery,68.00999999999999,1,1,True
PA,telephony,70.63,1,1,True
SP,health_beauty,147.94,1,1,True
MG,garden_tools,32.0,1,1,True
RJ,bed_bath_table,307.94,1,1,True
SP,health_beauty,27.77,1,1,True
SC,construction_tools_construction,128.55,1,1,True
MG,health_beauty,213.47,1,1,True
SP,auto,350.07,1,1,True
RJ,sports_leisure,79.2,1,1,True
SP,health_beauty,98.14,1,1,True
SP,computers_accessories,44.0,1,1,True
SP,bed_bath_table,86.93,1,1,True
MG,computers_accessories,99.74,1,1,True
RJ,furniture_decor,147.99,1,1,True
CE,telephony,63.620000000000005,1,1,True
SP,construction_tools_construction,16.78,1,1,True
SP,pet_shop,84.02000000000001,1,1,True
SP,health_beauty,282.40999999999997,1,1,True
SP,health_beauty,31.77,1,1,True
SP,furniture_decor,61.75,1,1,True
MG,fashion_underwear_beach,125.52,1,1,True
SP,construction_tools_construction,313.2,1,1,True
SC,electronics,36.230000000000004,1,1,True
RS,bed_bath_table,60.18000000000001,1,1,True
SP,bed_bath_table,117.23,1,1,True
SP,furniture_decor,111.80000000000001,1,1,True
SP,luggage_accessories,148.29,1,1,True
MG,luggage_accessories,100.95,1,1,True
RJ,sports_leisure,42.73,1,1,True
SP,auto,163.69,1,1,True
SP,furniture_decor,123.14,1,1,True
SP,home_appliances,64.7,1,1,True
RS,computers_accessories,207.09,1,1,True
MG,bed_bath_table,84.58,1,1,True
MS,bed_bath_table,64.22,1,1,True
SP,toys,41.75,1,1,True
MG,pet_shop,82.35,1,1,True
MG,electronics,36.69,1,1,True
SP,computers_accessories,46.800000000000004,1,1,True
SP,auto,252.26999999999998,0,1,False
MG,bed_bath_table,57.6,1,1,True
RJ,furniture_decor,68.04,1,1,True
SP,sports_leisure,224.77,1,1,True
SC,sports_leisure,169.73000000000002,1,1,True
MG,sports_leisure,170.73000000000002,1,1,True
SP,stationery,124.07,1,1,True
SP,furniture_decor,85.25,1,1,True
SP,bed_bath_table,97.03,1,1,True
SP,health_beauty,43.31,1,1,True
MG,computers_accessories,35.23,1,1,True
RJ,housewares,45.01,1,1,True
SP,housewares,48.17,1,1,True
SP,perfumery,104.92999999999999,1,1,True
SP,housewares,101.73,1,1,True
SC,sports_leisure,123.51,1,1,True
RJ,furniture_decor,26.0,1,1,True
SP,garden_tools,53.09,1,1,True
SP,sports_leisure,89.17,1,1,True
SP,furniture_decor,320.58,1,1,True
SP,baby,905.76,1,1,True
RS,home_appliances,48.209999999999994,1,1,True
SP,bed_bath_table,107.18,1,1,True
PE,health_beauty,84.36,1,1,True
SP,computers_accessories,32.43,1,1,True
SP,furniture_decor,108.03999999999999,1,1,True
SP,cool_stuff,47.43,1,1,True
SP,pet_shop,167.63,1,1,True
PR,computers_accessories,209.46,1,1,True
SP,furniture_living_room,355.01,1,1,True
SP,telephony,46.480000000000004,1,1,True
RN,fashion_bags_accessories,131.28,1,1,True
SP,stationery,34.92,1,1,True
SP,industry_commerce_and_business,107.7,1,1,True
SP,computers_accessories,91.89,1,1,True
MG,telephony,310.46,1,1,True
DF,computers_accessories,181.3,1,1,True
SP,fashion_bags_accessories,42.51,1,1,True
SP,perfumery,124.5,1,1,True
SP,housewares,206.91,1,1,True
SP,baby,69.72,1,1,True
SP,watches_gifts,293.35999999999996,1,1,True
RS,housewares,562.25,1,1,True
RS,cool_stuff,484.65,1,1,True
RJ,health_beauty,72.46000000000001,1,1,True
SP,health_beauty,335.47,1,1,True
SP,health_beauty,52.27,1,1,True
SP,cool_stuff,121.1,1,1,True
RS,housewares,67.22,1,1,True
SP,cool_stuff,464.34000000000003,1,1,True
SP,sports_leisure,33.68,1,1,True
SP,electronics,32.42,1,1,True
MG,sports_leisure,36.28,1,1,True
MT,sports_leisure,141.14,1,1,True
SE,watches_gifts,69.07000000000001,1,1,True
MA,fashion_shoes,53.28,1,1,True
MT,sports_leisure,58.269999999999996,1,1,True
BA,watches_gifts,298.04999999999995,1,1,True
RJ,health_beauty,105.38,0,1,False
SP,computers_accessories,110.12,1,1,True
SP,housewares,40.99,1,1,True
RJ,perfumery,71.56,1,1,True
CE,perfumery,110.86,1,1,True
SP,computers_accessories,239.71,1,1,True
SP,bed_bath_table,128.1,1,1,True
SP,bed_bath_table,184.20000000000002,1,1,True
MG,telephony,1023.87,1,1,True
RS,furniture_decor,166.02,1,1,True
SP,computers_accessories,175.08,1,1,True
PE,housewares,38.04,1,1,True
RJ,computers_accessories,46.01,1,1,True
SP,auto,248.35999999999999,1,1,True
SP,perfumery,258.94,1,1,True
SP,watches_gifts,55.6,1,1,True
SP,perfumery,146.84,1,1,True
SP,telephony,14.780000000000001,1,1,True
SP,perfumery,65.71000000000001,1,1,True
PR,garden_tools,152.72,1,1,True
MG,health_beauty,95.21000000000001,1,1,True
SP,costruction_tools_tools,75.47,1,1,True
MG,perfumery,54.53,1,1,True
SP,bed_bath_table,30.689999999999998,1,1,True
ES,furniture_decor,76.17,1,1,True
DF,office_furniture,387.67,1,1,True
SP,baby,28.439999999999998,1,1,True
SP,home_construction,136.6,1,1,True
SP,bed_bath_table,63.01,0,1,False
SP,bed_bath_table,58.9,1,1,True
SP,garden_tools,47.92,1,1,True
SP,housewares,64.4,1,1,True
PR,auto,219.49,1,1,True
ES,furniture_decor,215.07,1,1,True
RS,bed_bath_table,116.94,1,1,True
MG,construction_tools_construction,128.55,1,1,True
MG,sports_leisure,65.22,1,1,True
SP,bed_bath_table,79.02000000000001,1,1,True
PR,construction_tools_safety,114.78999999999999,1,1,True
SP,perfumery,146.84,1,1,True
RJ,electronics,23.6,1,1,True
MT,telephony,66.69,1,1,True
SP,housewares,40.62,1,1,True
RJ,baby,177.25,1,1,True
RJ,telephony,45.3,1,1,True
SP,health_beauty,99.7,1,1,True
SP,bed_bath_table,69.73,1,1,True
SP,watches_gifts,180.46,1,1,True
PI,bed_bath_table,285.03,1,1,True
RJ,office_furniture,168.33,1,1,True
SP,furniture_decor,61.589999999999996,1,1,True
SP,health_beauty,99.42999999999999,1,1,True
GO,sports_leisure,85.58,1,1,True
SP,health_beauty,93.78,1,1,True
RJ,health_beauty,115.45,1,1,True
SP,computers_accessories,214.41,1,1,True
SP,watches_gifts,52.78,1,1,True
RS,home_construction,153.44,1,1,True
RS,fashion_bags_accessories,79.38,1,1,True
RS,baby,55.83,1,1,True
MG,health_beauty,98.64999999999999,1,1,True
SP,bed_bath_table,97.0,1,1,True
MG,watches_gifts,92.3,1,1,True
RO,computers,1260.76,1,1,True
SP,computers_accessories,267.18,1,1,True
MG,bed_bath_table,62.01,1,1,True
MG,health_beauty,116.21000000000001,1,1,True
SP,computers_accessories,29.88,1,1,True
SP,computers_accessories,246.46,1,1,True
SP,watches_gifts,127.48,1,1,True
SP,toys,50.29,1,1,True
PE,furniture_decor,71.66,1,1,True
SC,health_beauty,46.849999999999994,1,1,True
SP,toys,79.24000000000001,1,1,True
AP,toys,66.1,1,1,True
MG,luggage_accessories,169.32,1,1,True
RJ,sports_leisure,122.5,1,1,True
BA,bed_bath_table,97.21,0,1,False
DF,furniture_decor,74.07,1,1,True
SP,computers_accessories,208.71,1,1,True
SP,consoles_games,95.3,1,1,True
MG,health_beauty,229.65,1,1,True
SP,small_appliances,86.25,1,1,True
SP,construction_tools_construction,353.53,0,1,False
SP,furniture_decor,84.32000000000001,1,1,True
SP,sports_leisure,47.75,1,1,True
RJ,sports_leisure,127.53,1,1,True
PR,fashion_shoes,40.86,1,1,True
SP,furniture_decor,57.72,1,1,True
SP,electronics,40.61,1,1,True
SP,garden_tools,73.34,1,1,True
RJ,computers_accessories,65.0,1,1,True
SP,sports_leisure,53.88,1,1,True
SP,computers_accessories,94.2,1,1,True
SP,toys,43.61,1,1,True
SP,housewares,107.02000000000001,1,1,True
SP,sports_leisure,78.02000000000001,1,1,True
GO,furniture_decor,113.44,1,1,True
SP,watches_gifts,349.18,1,1,True
SP,musical_instruments,740.76,1,1,True
PR,housewares,524.0799999999999,1,1,True
SP,auto,36.17,1,1,True
SP,furniture_decor,58.019999999999996,1,1,True
PR,furniture_decor,151.95,1,1,True
SP,auto,73.43,1,1,True
SP,drinks,96.8,1,1,True
SP,auto,189.10000000000002,1,1,True
SP,bed_bath_table,172.92000000000002,1,1,True
SP,sports_leisure,175.79000000000002,1,1,True
SP,telephony,21.65,1,1,True
ES,computers_accessories,167.92000000000002,1,1,True
SP,computers_accessories,41.26,1,1,True
CE,watches_gifts,658.43,1,1,True
MG,computers_accessories,171.0,1,1,True
MG,perfumery,106.97,1,1,True
PR,bed_bath_table,102.35,1,1,True
SP,health_beauty,61.75,1,1,True
CE,market_place,87.83,1,1,True
SP,health_beauty,149.87,1,1,True
RS,bed_bath_table,124.95,1,1,True
BA,watches_gifts,115.13,1,1,True
RJ,toys,108.89999999999999,1,1,True
MG,furniture_decor,47.1,1,1,True
SP,perfumery,135.82,1,1,True
MG,housewares,155.49,1,1,True
PB,furniture_decor,60.78,1,1,True
RS,sports_leisure,76.08,1,1,True
RS,home_appliances,350.09,1,1,True
SP,market_place,27.29,1,1,True
ES,office_furniture,641.31,1,1,True
SP,consoles_games,412.4,1,1,True
MG,audio,35.0,1,1,True
RJ,furniture_decor,106.78,1,1,True
MG,drinks,61.230000000000004,1,1,True
SP,telephony,20.89,1,1,True
SP,books_technical,223.26,1,1,True
ES,signaling_and_security,316.94,1,1,True
MG,fashion_shoes,176.26,1,1,True
SP,drinks,37.41,1,1,True
SP,telephony,22.38,1,1,True
RJ,bed_bath_table,95.27,1,1,True
PA,electronics,320.53999999999996,1,1,True
BA,sports_leisure,257.95,1,1,True
SP,christmas_supplies,24.409999999999997,1,1,True
SP,garden_tools,68.37,1,1,True
SP,food,64.55,1,1,True
SP,books_general_interest,542.66,1,1,True
PA,cool_stuff,124.69,1,1,True
SP,signaling_and_security,89.77000000000001,1,1,True
MG,furniture_bedroom,256.77,1,1,True
PA,furniture_decor,89.25,1,1,True
MG,watches_gifts,47.3,1,1,True
SP,cool_stuff,19.259999999999998,1,1,True
MG,home_construction,85.83000000000001,1,1,True
PB,baby,87.9,1,1,True
SP,health_beauty,40.39,1,1,True
RJ,health_beauty,84.06,1,1,True
DF,cool_stuff,49.34,1,1,True
SP,health_beauty,38.01,1,1,True
SP,sports_leisure,63.34,1,1,True
SP,housewares,46.730000000000004,1,1,True
RJ,toys,168.61,1,1,True
SP,toys,157.13,1,1,True
SP,musical_instruments,31.78,0,1,False
GO,health_beauty,64.32,1,1,True
PR,housewares,198.73,1,1,True
SC,garden_tools,63.42,1,1,True
MS,bed_bath_table,106.23,1,1,True
SP,watches_gifts,115.15,1,1,True
MG,bed_bath_table,97.24,1,1,True
BA,garden_tools,68.64,1,1,True
SP,housewares,42.29,0,1,False
PE,furniture_decor,60.8,1,1,True
SP,health_beauty,30.97,1,1,True
SP,housewares,104.37,1,1,True
SP,housewares,74.03,1,1,True
PR,health_beauty,554.4,1,1,True
SP,bed_bath_table,65.71000000000001,1,1,True
MG,construction_tools_lights,152.61,1,1,True
RJ,sports_leisure,124.62,1,1,True
SP,health_beauty,19.39,1,1,True
RS,pet_shop,60.05,1,1,True
RJ,bed_bath_table,124.84,1,1,True
PR,garden_tools,170.71,1,1,True
PR,bed_bath_table,125.61000000000001,1,1,True
SP,pet_shop,64.28,1,1,True
SP,stationery,32.39,1,1,True
GO,fashio_female_clothing,166.71,1,1,True
SP,health_beauty,38.01,1,1,True
RJ,bed_bath_table,127.33,1,1,True
SP,telephony,47.68,1,1,True
GO,health_beauty,62.879999999999995,1,1,True
